ordinalencoder__V2,ordinalencoder__V3,ordinalencoder__V4,ordinalencoder__V5,ordinalencoder__V7,ordinalencoder__V8,ordinalencoder__V11,remainder__V1,remainder__V6,remainder__V12,remainder__V13,remainder__V14,remainder__V15,target
9,1,1,0,1,0,8,40,-396,127,1,-1,0,1
1,1,1,0,0,0,8,37,125,679,2,-1,0,2
4,1,2,0,1,0,8,36,605,204,1,-1,0,1
9,1,1,0,1,0,8,28,880,188,1,-1,0,1
7,1,1,0,1,0,8,31,-309,269,1,-1,0,1
9,2,1,0,1,0,8,33,1746,152,2,-1,0,1
9,1,1,0,1,0,8,33,95,190,2,-1,0,1
1,2,1,0,0,0,8,28,48,144,3,-1,0,1
7,0,1,0,1,1,8,48,569,151,1,-1,0,1
9,1,1,0,1,1,8,28,930,112,1,-1,0,1
1,1,1,0,1,1,8,33,320,167,3,-1,0,1
1,1,0,0,1,0,8,29,258,130,1,-1,0,1
10,1,1,0,1,0,8,40,277,228,2,-1,0,1
4,1,2,0,1,0,8,28,102,314,2,-1,0,1
5,0,1,0,0,0,8,59,93,193,2,-1,0,1
1,1,0,0,0,0,8,51,21,153,1,-1,0,1
7,1,1,0,1,1,8,47,2070,136,1,-1,0,1
0,2,1,0,0,0,8,25,96,293,1,-1,0,1
4,1,2,0,1,0,8,45,2316,97,3,-1,0,1
5,1,0,0,1,1,8,59,174,145,1,-1,0,1
7,0,1,0,1,0,8,33,-297,162,2,-1,0,1
1,1,3,0,0,0,8,34,-465,127,1,-1,0,1
1,1,1,0,1,0,8,48,0,105,1,-1,0,1
1,1,0,0,1,1,8,39,519,117,1,-1,0,1
9,1,2,0,1,0,8,47,192,596,1,-1,0,1
0,1,0,0,1,1,8,43,314,134,1,-1,0,1
7,0,1,0,1,0,8,31,-274,283,1,-1,0,1
7,1,1,0,0,1,8,29,283,161,1,-1,0,1
3,1,1,1,1,0,8,51,-1013,664,1,-1,0,1
1,1,0,0,1,0,8,32,-376,188,1,-1,0,1
7,1,1,0,1,0,8,35,207,312,1,-1,0,1
0,2,1,0,1,0,8,34,66,237,1,-1,0,1
9,0,1,0,1,0,8,47,1573,130,1,-1,0,1
1,1,1,0,1,0,8,33,5,175,2,-1,0,1
1,1,1,0,1,0,8,34,7216,143,2,-1,0,1
1,1,1,0,1,1,8,26,-330,87,2,-1,0,1
4,2,2,0,1,0,8,32,2619,123,14,-1,0,1
5,1,2,0,0,0,8,57,138,157,5,-1,0,1
9,0,1,0,1,0,8,49,-236,204,2,-1,0,1
9,1,1,0,0,0,8,30,764,150,2,-1,0,1
1,1,1,0,1,0,8,33,-45,240,2,-1,0,1
1,1,1,0,1,0,8,34,1257,109,7,-1,0,1
1,1,1,0,1,1,8,40,3311,243,6,-1,0,1
9,2,2,0,1,0,8,29,1185,536,1,-1,0,1
6,2,2,0,1,0,8,28,0,1560,2,-1,0,2
1,0,1,0,1,0,8,31,-452,182,5,-1,0,1
10,2,2,0,1,0,8,27,-446,120,1,-1,0,1
4,1,2,0,1,0,8,30,265,45,4,-1,0,1
10,1,1,0,1,0,8,27,293,70,3,-1,0,1
4,1,2,0,1,0,8,54,-305,280,3,-1,0,1
1,1,0,0,1,0,8,35,690,880,3,-1,0,1
1,1,0,0,1,0,8,33,2720,147,3,-1,0,1
1,0,1,0,1,0,8,36,-140,222,2,-1,0,1
9,2,1,0,0,0,8,26,1256,404,1,-1,0,1
0,2,1,0,1,0,8,32,620,1234,3,-1,0,2
7,1,1,0,1,1,8,30,-95,306,3,-1,0,1
9,1,1,0,1,0,8,39,1,506,2,-1,0,1
9,2,2,0,1,0,8,29,354,255,1,-1,0,1
1,1,0,0,1,0,8,32,494,252,2,-1,0,1
1,2,1,0,1,0,8,39,116,182,3,-1,0,1
4,0,2,0,1,1,8,44,476,127,2,-1,0,1
9,0,2,0,1,0,8,38,791,89,2,-1,0,1
7,1,1,0,1,0,8,51,53,140,2,-1,0,1
4,1,2,0,1,0,8,39,-1026,200,2,-1,0,1
1,0,1,0,1,0,8,37,316,642,2,-1,0,2
9,1,1,0,1,1,8,41,457,181,2,-1,0,1
4,1,2,0,1,1,8,41,-556,127,3,-1,0,1
1,1,1,0,1,1,8,29,2,171,1,-1,0,1
9,2,1,0,1,1,8,32,0,916,2,-1,0,1
1,1,1,0,1,0,8,29,484,629,2,-1,0,1
10,1,1,0,1,0,8,34,200,155,6,-1,0,1
4,0,1,0,1,0,8,54,-415,290,2,-1,0,1
0,1,2,0,1,0,8,33,899,159,3,-1,0,1
4,2,2,0,0,0,8,26,205,111,1,-1,0,1
1,1,0,0,1,0,8,52,241,729,2,-1,0,1
9,0,1,0,1,1,8,35,473,434,4,-1,0,1
10,1,1,0,1,1,8,30,529,107,3,-1,0,1
1,1,1,0,1,0,8,30,187,272,6,-1,0,1
5,0,0,0,1,0,8,59,217,574,3,-1,0,1
1,1,1,0,1,0,8,24,984,89,3,-1,0,1
9,0,1,0,1,0,8,34,27,133,3,-1,0,1
2,0,1,0,0,1,8,52,-99,91,3,-1,0,1
1,0,1,0,1,0,8,32,3,114,3,-1,0,1
1,1,3,0,1,0,8,44,189,175,3,-1,0,1
4,2,2,0,1,1,8,29,54,257,3,-1,0,1
9,1,1,0,1,0,8,48,302,208,3,-1,0,1
4,1,2,0,1,0,8,34,2287,895,4,-1,0,2
1,1,0,0,1,0,8,37,-88,225,1,-1,0,1
4,1,1,0,1,0,8,35,291,327,1,-1,0,1
1,0,1,0,1,0,8,45,77,99,3,-1,0,1
7,1,1,0,1,0,8,31,-68,293,4,-1,0,1
2,0,2,0,1,0,8,38,504,68,3,-1,0,1
0,0,1,0,1,0,8,31,-579,150,1,-1,0,1
1,2,1,0,1,0,8,26,381,504,2,-1,0,1
0,1,1,0,1,1,8,37,-498,175,1,-1,0,1
9,1,1,0,0,0,8,39,501,289,1,-1,0,1
7,1,1,0,1,1,8,34,-196,16,1,-1,0,1
4,1,1,0,1,0,8,29,5284,321,1,-1,0,1
1,2,1,0,1,0,8,53,105,239,3,-1,0,1
0,0,1,0,1,0,8,49,283,614,2,-1,0,1
1,0,1,0,1,0,8,34,-566,248,2,-1,0,1
9,1,1,0,1,0,8,31,-576,93,2,-1,0,1
1,1,1,0,1,0,8,28,0,245,3,-1,0,1
0,1,1,0,1,0,8,33,-167,121,1,-1,0,1
7,1,1,0,1,0,8,33,0,192,6,-1,0,1
9,2,1,0,1,0,8,24,-256,110,2,-1,0,1
4,2,2,0,1,0,8,34,1640,160,3,-1,0,1
4,0,2,0,1,0,8,48,1492,249,2,-1,0,1
1,1,3,0,0,0,8,42,0,270,2,-1,0,1
10,2,1,0,1,0,8,34,1928,140,2,-1,0,1
9,1,1,0,1,0,8,35,23,147,1,-1,0,1
1,1,0,0,1,0,8,43,-476,16,1,-1,0,1
7,1,1,0,1,0,8,35,437,240,1,-1,0,1
9,1,1,0,1,0,8,59,-247,131,1,-1,0,1
1,1,1,0,1,0,8,42,-921,115,2,-1,0,1
9,2,1,0,0,0,8,35,-158,349,2,-1,0,1
9,1,2,0,1,0,8,54,-800,445,2,-1,0,1
7,1,1,0,1,0,8,50,517,420,2,-1,0,1
9,1,1,0,0,0,8,44,-199,144,3,-1,0,1
4,1,2,0,1,0,8,23,175,796,1,-1,0,1
2,1,1,0,1,0,8,39,283,126,2,-1,0,1
5,1,1,0,1,0,8,56,74,152,2,-1,0,1
9,2,1,0,1,0,8,27,1693,101,2,-1,0,1
4,2,2,0,1,1,8,31,-307,91,2,-1,0,1
8,2,2,0,0,0,8,29,0,52,3,-1,0,1
1,1,1,0,1,0,8,43,607,172,2,-1,0,1
4,1,2,0,0,0,8,28,328,471,1,-1,0,1
1,1,1,0,1,0,8,46,494,724,1,-1,0,1
7,1,1,0,1,0,8,36,1746,99,1,-1,0,1
9,2,2,0,1,0,8,28,1050,293,1,-1,0,1
0,0,1,0,1,0,8,38,198,431,2,-1,0,2
9,1,2,0,1,1,8,31,-502,523,2,-1,0,1
7,1,1,0,1,0,8,40,-626,147,2,-1,0,1
1,1,0,0,1,0,8,40,104,470,2,-1,0,1
9,1,1,0,1,0,8,32,-91,95,2,-1,0,1
4,1,2,0,1,0,8,39,21111,695,4,-1,0,1
0,2,1,0,1,0,8,28,460,741,6,-1,0,2
11,1,0,0,0,0,8,41,526,151,3,-1,0,1
1,1,1,0,1,0,8,54,-69,135,2,-1,0,1
9,1,1,0,1,0,8,31,1032,70,6,-1,0,1
0,0,1,0,1,0,8,41,-140,472,3,-1,0,1
9,1,1,0,1,0,8,38,6,113,4,-1,0,1
10,2,2,0,0,0,8,30,306,372,14,-1,0,1
7,0,1,0,1,0,8,57,1024,360,6,-1,0,1
9,2,2,0,1,0,8,30,975,603,1,-1,0,1
0,1,1,0,1,1,8,40,1327,76,2,-1,0,1
9,1,3,0,1,0,8,46,626,399,2,-1,0,1
1,1,0,0,1,0,8,43,-93,402,2,-1,0,1
1,1,0,0,1,0,8,35,442,129,3,-1,0,1
10,1,2,0,0,0,8,38,1449,535,6,-1,0,1
1,1,0,0,1,1,8,44,-544,181,3,-1,0,1
4,1,2,0,1,0,8,43,-69,48,2,-1,0,1
7,1,1,0,1,0,8,37,1785,912,4,-1,0,1
9,0,1,0,1,0,8,35,-94,114,2,-1,0,1
1,1,1,0,1,0,8,33,941,218,2,-1,0,1
0,1,1,1,1,0,8,43,-204,163,2,-1,0,1
9,1,2,0,1,0,8,33,480,169,4,-1,0,1
4,0,2,0,1,0,8,31,1145,1272,4,-1,0,2
9,1,1,0,1,0,8,32,782,116,4,-1,0,1
1,1,1,0,1,0,8,28,339,100,2,-1,0,1
9,1,1,0,0,0,8,36,4587,271,4,-1,0,1
1,1,0,0,1,0,8,33,1050,304,4,-1,0,1
1,1,1,1,1,1,8,37,1147,114,2,-1,0,1
1,1,0,0,1,0,8,39,879,102,2,-1,0,1
1,1,1,0,1,0,8,45,0,112,2,-1,0,1
0,1,1,0,0,0,8,44,0,85,3,-1,0,1
1,1,1,0,1,0,8,53,974,197,2,-1,0,1
1,1,1,1,1,0,8,47,-614,118,2,-1,0,1
4,1,0,0,1,1,8,59,252,103,2,-1,0,1
0,1,1,0,1,0,8,27,953,340,2,-1,0,1
4,1,1,0,1,0,8,45,5888,45,5,-1,0,1
7,1,1,0,1,0,8,30,129,1446,7,-1,0,2
1,1,1,0,1,0,8,40,5880,125,6,-1,0,1
4,1,2,0,1,0,8,33,403,114,2,-1,0,1
0,1,1,0,1,1,8,30,1265,414,2,-1,0,2
0,1,2,0,1,0,8,26,685,346,2,-1,0,1
4,0,2,0,1,0,8,45,-901,86,3,-1,0,1
4,2,1,0,1,0,8,33,99,160,11,-1,0,1
9,2,1,0,1,0,8,28,541,157,3,-1,0,1
1,1,0,0,1,0,8,44,3057,98,4,-1,0,1
1,1,1,0,1,0,8,58,343,265,4,-1,0,1
4,2,2,0,1,0,8,46,479,34,3,-1,0,1
1,1,1,0,1,1,8,48,2697,79,5,-1,0,1
4,2,2,0,1,0,8,24,66,109,2,-1,0,1
9,0,1,0,1,1,8,35,303,454,3,-1,0,1
9,1,1,0,1,0,8,33,168,238,2,-1,0,1
1,1,0,0,1,0,8,37,-196,166,2,-1,0,1
4,2,1,0,1,0,8,33,0,816,2,-1,0,1
1,1,1,0,1,1,8,23,-213,87,2,-1,0,1
0,2,1,0,1,0,8,33,4436,81,6,-1,0,1
1,1,1,0,1,1,8,31,27,109,5,-1,0,1
9,2,1,0,1,0,8,29,1612,375,2,-1,0,1
9,0,1,0,1,0,8,43,87,51,2,-1,0,1
10,1,0,0,1,0,8,32,9894,118,4,-1,0,1
9,1,1,0,1,0,8,37,4030,178,5,-1,0,1
1,2,1,0,1,0,8,26,339,165,5,-1,0,1
9,1,1,0,1,0,8,49,-215,155,2,-1,0,1
4,2,2,0,1,1,8,39,26,304,4,-1,0,1
6,1,1,0,1,0,8,27,-220,138,2,-1,0,1
9,2,1,0,1,0,8,33,440,250,2,-1,0,1
4,0,2,0,0,0,8,46,25,103,2,-1,0,1
7,2,1,0,1,0,8,31,0,223,2,-1,0,1
5,1,1,0,1,1,8,54,-152,14,11,-1,0,1
7,1,1,0,1,0,8,59,-22,748,3,-1,0,2
1,1,1,0,1,0,8,24,685,896,3,-1,0,2
1,1,1,0,1,1,8,33,-367,221,2,-1,0,1
9,2,1,0,1,0,8,28,289,83,1,-1,0,1
7,1,1,0,1,0,8,34,1414,192,4,-1,0,1
4,1,0,0,1,0,8,53,-421,543,4,-1,0,1
1,1,1,0,1,0,8,45,607,398,7,-1,0,1
9,2,1,0,1,1,8,28,576,158,4,-1,0,1
1,1,0,0,0,0,8,49,365,59,2,-1,0,1
1,1,1,0,1,0,8,35,1209,304,3,-1,0,1
1,1,0,0,1,1,8,32,5151,185,4,-1,0,1
7,1,0,0,1,0,8,43,448,118,6,-1,0,1
6,1,1,0,0,0,8,29,0,469,2,-1,0,1
4,2,2,0,1,1,8,54,1464,425,4,-1,0,1
2,1,2,0,1,0,8,39,36,488,3,-1,0,1
9,2,1,0,1,0,8,32,4110,232,3,-1,0,1
7,2,1,0,1,0,8,26,901,764,2,-1,0,2
10,1,1,0,1,0,8,31,314,149,7,-1,0,1
1,0,1,0,1,0,8,52,306,63,3,-1,0,1
9,1,2,0,1,0,8,32,1037,125,3,-1,0,1
1,1,0,0,1,1,8,41,-571,207,4,-1,0,1
9,1,1,0,1,1,8,40,96,29,2,-1,0,1
1,1,1,0,1,0,8,45,-376,162,4,-1,0,1
1,1,0,0,1,0,8,37,445,159,2,-1,0,1
1,1,0,0,1,0,8,34,60,23,10,-1,0,1
1,2,1,0,0,0,8,31,823,174,3,-1,0,1
0,0,1,0,1,1,8,42,-551,147,6,-1,0,1
7,1,1,0,1,1,8,23,0,90,5,-1,0,1
4,1,2,0,1,0,8,37,23,409,2,-1,0,1
1,2,1,0,1,0,8,32,70,118,6,-1,0,1
1,1,1,0,1,1,8,39,474,219,4,-1,0,1
1,2,1,0,1,0,8,31,3201,96,5,-1,0,1
1,1,0,0,1,0,8,32,4,76,5,-1,0,1
5,1,0,0,1,0,8,59,0,104,7,-1,0,1
10,2,1,0,1,0,8,31,-186,172,3,-1,0,1
9,0,1,0,1,0,8,45,159,66,3,-1,0,1
9,1,1,0,1,0,8,36,452,113,5,-1,0,1
1,1,1,0,1,0,8,33,61,129,3,-1,0,1
1,1,0,0,1,0,8,34,6575,405,4,-1,0,1
4,1,1,0,1,0,8,48,2294,251,11,-1,0,1
1,2,0,0,1,0,8,55,39,128,5,-1,0,1
0,0,1,0,1,1,8,33,392,245,3,-1,0,1
7,2,1,0,1,0,8,28,-358,253,2,-1,0,1
1,1,0,0,1,1,8,34,1255,188,7,-1,0,1
1,1,1,0,1,1,8,33,-271,118,2,-1,0,1
5,1,0,0,1,0,8,60,-382,140,2,-1,0,1
1,1,0,0,1,0,8,39,2805,102,23,-1,0,1
1,1,1,0,0,0,8,35,229,435,3,-1,0,1
4,1,3,0,1,0,8,31,0,763,6,-1,0,1
1,1,0,0,1,0,8,38,2366,97,4,-1,0,1
8,2,1,0,1,0,8,28,4716,329,2,-1,0,1
1,1,1,0,1,0,8,48,1631,51,5,-1,0,1
1,2,1,0,1,0,8,37,3344,85,5,-1,0,1
0,0,1,0,1,1,8,32,-331,130,3,-1,0,1
7,2,2,0,1,0,8,30,108,282,8,-1,0,1
4,2,2,0,1,0,8,37,337,777,5,-1,0,1
4,2,2,0,1,0,8,24,553,249,1,-1,0,1
1,2,1,0,1,0,8,30,3532,279,5,-1,0,1
7,1,1,0,1,1,8,33,2065,241,2,-1,0,1
4,1,2,0,1,0,8,33,133,308,4,-1,0,1
4,2,2,0,1,0,8,34,72,118,2,-1,0,1
7,1,1,0,1,0,8,43,278,14,20,-1,0,1
7,1,1,0,1,0,8,41,2085,125,4,-1,0,1
1,1,1,0,1,1,8,34,247,193,5,-1,0,1
9,0,1,0,1,1,8,46,1,200,3,-1,0,1
9,2,1,0,1,1,8,32,6471,349,4,-1,0,1
1,1,3,0,0,0,8,52,-4,336,3,-1,0,1
1,1,0,0,1,0,8,35,77,282,3,-1,0,1
9,1,1,0,1,0,8,27,639,633,1,-1,0,1
1,1,1,0,1,0,8,36,-870,102,2,-1,0,1
1,1,0,0,1,0,8,52,-63,560,4,-1,0,1
4,1,2,0,1,0,8,47,-1379,114,3,-1,0,1
4,1,2,0,1,0,8,34,4131,172,7,-1,0,1
2,2,2,0,1,0,8,38,-281,85,16,-1,0,1
1,1,1,0,1,0,8,24,9,292,7,-1,0,1
9,2,1,0,1,0,8,50,-463,269,3,-1,0,1
1,1,1,0,1,1,8,36,3935,220,6,-1,0,1
2,1,1,0,1,1,8,37,35,73,6,-1,0,1
1,1,0,0,0,0,8,51,51,121,2,-1,0,1
1,2,1,0,1,0,8,40,0,59,4,-1,0,1
9,1,1,0,1,0,8,39,7137,151,7,-1,0,1
7,2,1,0,1,0,8,38,0,166,2,-1,0,1
4,2,1,0,1,0,8,43,109,64,3,-1,0,1
9,1,1,0,1,0,8,50,-157,353,3,-1,0,1
10,1,2,0,0,0,8,35,226,322,5,-1,0,1
4,1,1,0,1,1,8,49,6758,67,3,-1,0,1
1,1,1,0,1,0,8,36,-185,163,2,-1,0,1
9,0,2,0,0,0,8,47,48,27,2,-1,0,1
4,1,2,0,1,0,8,54,1353,119,2,-1,0,1
0,1,0,0,1,0,8,48,3,148,4,-1,0,1
0,1,1,0,1,0,8,43,429,222,4,-1,0,1
1,1,1,0,1,1,8,49,134,265,2,-1,0,1
0,2,1,0,0,0,8,32,-15,214,2,-1,0,1
0,1,1,0,1,0,8,42,208,75,2,-1,0,1
1,1,0,0,1,0,8,38,27,62,4,-1,0,1
1,0,1,0,1,0,8,44,-222,112,3,-1,0,1
4,1,2,0,0,0,8,31,91,145,2,-1,0,1
0,1,2,0,1,0,8,30,612,220,6,-1,0,1
4,0,2,0,1,0,8,38,5455,204,3,-1,0,1
2,0,1,0,1,0,8,60,1307,328,11,-1,0,1
4,1,2,0,1,1,8,35,4038,160,6,-1,0,1
1,1,1,0,1,0,8,29,2776,233,1,-1,0,1
7,1,1,0,1,0,8,43,0,129,1,-1,0,1
0,1,1,0,1,0,8,36,0,578,2,-1,0,1
1,1,0,0,1,0,8,29,1016,33,1,-1,0,1
9,1,1,0,1,0,8,53,87,183,9,-1,0,1
9,1,1,0,1,0,8,38,508,565,2,-1,0,1
5,2,1,0,1,0,8,59,351,1063,5,-1,0,2
1,2,1,0,1,1,8,28,352,125,3,-1,0,1
7,2,1,0,1,0,8,36,203,193,5,-1,0,1
0,1,0,0,1,0,8,40,189,160,2,-1,0,1
4,1,2,0,1,0,8,36,293,287,4,-1,0,1
4,0,2,0,1,0,8,58,-197,277,4,-1,0,1
6,1,0,0,1,0,8,49,489,84,4,-1,0,1
1,1,0,0,1,0,8,43,-124,47,5,-1,0,1
9,1,1,0,1,1,8,55,150,285,1,-1,0,1
1,1,1,0,1,1,8,35,-185,130,2,-1,0,1
1,1,1,0,1,1,8,50,74,146,1,-1,0,1
1,1,1,0,1,0,8,48,653,24,1,-1,0,1
7,2,2,0,1,1,8,28,737,955,1,-1,0,1
7,2,1,0,1,0,8,34,-92,236,1,-1,0,1
1,1,1,0,0,0,8,37,132,336,2,-1,0,1
9,0,1,0,1,0,8,33,-119,150,1,-1,0,1
0,1,1,0,1,0,8,58,92,180,1,-1,0,1
1,2,1,0,1,0,8,44,-215,163,2,-1,0,1
9,1,1,0,1,1,8,49,-849,197,1,-1,0,1
1,1,0,0,1,0,8,28,32,218,1,-1,0,1
9,1,1,0,1,0,8,39,214,386,11,-1,0,1
0,1,1,0,1,0,8,26,3160,154,1,-1,0,1
1,1,0,1,1,0,8,31,0,159,2,-1,0,1
1,1,1,0,1,0,8,32,-1500,157,2,-1,0,1
0,1,1,0,0,0,8,52,876,227,3,-1,0,1
7,1,1,0,0,0,8,32,-124,116,1,-1,0,1
2,1,1,0,1,0,8,28,8,1297,1,-1,0,1
4,1,2,0,1,0,8,32,3517,57,5,-1,0,1
1,1,0,0,1,0,8,28,46,205,3,-1,0,1
9,1,1,0,1,0,8,53,-725,1205,1,-1,0,2
9,2,1,0,1,0,8,33,810,133,1,-1,0,1
4,2,2,0,1,0,8,39,-50,59,1,-1,0,1
9,1,1,0,1,0,8,37,-21,229,2,-1,0,1
9,1,3,0,1,0,8,45,473,147,1,-1,0,1
7,1,1,0,1,0,8,37,-24,147,1,-1,0,1
1,1,1,0,1,0,8,45,-302,78,1,-1,0,1
1,1,1,0,1,1,8,31,557,185,1,-1,0,1
1,1,1,1,1,0,8,32,-238,427,1,-1,0,1
1,1,0,0,1,0,8,34,-106,237,1,-1,0,1
3,1,0,0,1,0,8,39,-44,228,1,-1,0,1
1,1,0,0,1,0,8,56,373,269,1,-1,0,1
9,2,1,0,1,1,8,32,535,156,2,-1,0,1
9,1,1,0,1,0,8,31,169,143,1,-1,0,1
0,1,1,0,1,0,8,43,372,162,1,-1,0,1
9,1,1,0,1,1,8,33,-1040,130,1,-1,0,1
0,1,1,0,1,0,8,23,836,674,1,-1,0,1
0,1,1,0,1,0,8,32,17,123,1,-1,0,1
4,0,2,0,1,1,8,32,-634,275,1,-1,0,1
1,1,1,0,1,1,8,39,-131,232,1,-1,0,1
7,2,1,0,1,0,8,39,326,115,1,-1,0,1
2,2,0,0,1,1,8,30,0,1051,1,-1,0,2
11,2,1,0,1,0,8,37,57,142,1,-1,0,1
4,1,0,0,1,0,8,46,-268,99,1,-1,0,1
9,2,1,0,0,0,8,29,115,340,1,-1,0,1
1,1,0,0,1,0,8,51,-26,47,1,-1,0,1
1,1,1,0,1,0,8,46,-371,138,1,-1,0,1
0,2,1,0,1,0,8,31,4388,182,2,-1,0,1
1,1,0,0,1,0,8,40,-335,260,1,-1,0,1
9,0,2,0,1,1,8,26,3154,121,1,-1,0,1
0,1,1,0,0,0,8,32,-458,143,1,-1,0,1
0,1,1,0,1,0,8,27,1475,472,1,-1,0,1
7,0,1,0,1,1,8,36,-330,207,2,-1,0,1
1,1,3,0,1,0,8,36,-417,597,3,-1,0,1
0,2,1,0,1,0,8,27,0,265,1,-1,0,1
4,0,2,0,1,0,8,56,408,274,1,-1,0,1
1,1,1,0,1,0,8,28,110,420,1,-1,0,1
4,1,1,0,1,0,8,34,-294,532,2,-1,0,1
1,1,1,0,1,0,8,34,-61,128,1,-1,0,1
9,0,1,0,1,0,8,45,23,62,4,-1,0,1
0,1,1,0,1,1,8,40,3087,185,1,-1,0,1
1,2,1,0,1,1,8,25,-187,275,4,-1,0,1
0,2,1,0,0,0,8,32,146,111,10,-1,0,1
4,2,2,0,1,0,8,28,939,740,1,-1,0,2
1,1,0,0,1,0,8,33,1217,271,3,-1,0,1
1,1,0,0,1,0,8,32,-11,776,1,-1,0,1
0,2,3,0,1,0,8,36,-69,90,2,-1,0,1
0,0,1,0,1,0,8,38,-212,78,2,-1,0,1
0,2,1,0,1,0,8,23,345,330,2,-1,0,1
9,2,1,0,1,0,8,22,356,518,2,-1,0,1
5,0,1,0,1,0,8,56,-663,243,2,-1,0,1
1,2,1,0,1,0,8,35,-482,472,1,-1,0,1
7,0,1,0,1,0,8,33,991,148,1,-1,0,1
1,1,1,0,1,1,8,30,501,514,1,-1,0,1
0,1,1,0,0,0,8,34,256,388,2,-1,0,1
5,1,1,0,1,0,8,59,-48,224,1,-1,0,1
0,1,1,0,1,0,8,26,1641,118,1,-1,0,1
0,1,1,0,1,0,8,42,818,255,1,-1,0,1
1,1,1,0,1,0,8,48,154,70,3,-1,0,1
7,1,1,0,1,1,8,31,-641,296,2,-1,0,1
2,2,2,0,1,0,8,28,219,257,1,-1,0,1
0,1,1,0,1,1,8,36,1867,243,2,-1,0,1
8,2,3,0,1,1,8,27,910,77,1,-1,0,1
1,1,0,0,1,0,8,39,34,114,1,-1,0,1
9,1,2,0,1,0,8,35,712,73,2,-1,0,1
4,2,2,0,1,0,8,28,0,290,1,-1,0,1
9,1,2,0,0,0,8,32,168,86,1,-1,0,1
1,2,1,0,1,0,8,28,1025,168,1,-1,0,1
1,1,1,0,1,1,8,34,457,188,1,-1,0,1
1,1,0,0,1,0,8,51,109,106,2,-1,0,1
4,1,1,0,1,0,8,50,-44,45,1,-1,0,1
10,1,0,0,1,0,8,49,-384,25,1,-1,0,1
4,2,2,0,1,0,8,36,3875,21,5,-1,0,1
9,1,1,0,1,1,8,55,1004,224,1,-1,0,1
4,0,2,0,0,0,8,58,-71,114,1,-1,0,1
7,1,1,0,1,1,8,41,33,82,1,-1,0,1
0,2,2,0,1,0,8,29,2904,33,1,-1,0,1
2,1,2,0,1,0,8,36,271,322,2,-1,0,1
0,2,1,0,1,0,8,24,-507,446,1,-1,0,1
4,2,2,0,1,0,8,31,1411,121,4,-1,0,1
4,2,2,0,1,0,8,30,3773,99,1,-1,0,1
9,2,2,0,1,1,8,24,1954,78,1,-1,0,1
1,1,0,0,1,0,8,36,244,70,2,-1,0,1
1,0,1,0,1,0,8,51,216,213,2,-1,0,1
1,2,0,1,1,1,8,23,-627,115,1,-1,0,1
1,2,0,0,1,1,8,26,619,305,1,-1,0,1
7,2,2,0,1,0,8,29,2564,306,2,-1,0,1
6,1,0,0,1,0,8,41,-8,643,2,-1,0,1
7,1,1,0,1,1,8,35,505,371,2,-1,0,1
7,1,1,0,1,1,8,42,-43,363,3,-1,0,1
7,1,1,0,1,0,8,29,1057,179,1,-1,0,1
2,1,1,0,1,1,8,34,-139,492,2,-1,0,1
4,2,2,0,1,0,8,34,13,222,2,-1,0,1
5,1,0,0,1,0,8,58,90,144,1,-1,0,1
1,1,1,0,1,0,8,31,203,426,2,-1,0,1
4,1,2,0,1,0,8,32,-383,241,1,-1,0,1
4,0,2,0,1,1,8,56,-676,181,1,-1,0,1
1,2,1,0,1,0,8,34,1698,39,7,-1,0,1
1,1,1,0,1,0,8,30,-269,293,2,-1,0,1
4,2,2,0,1,0,8,31,2124,316,2,-1,0,1
8,2,1,0,0,0,8,28,4793,151,1,-1,0,1
4,2,2,0,1,0,8,57,33,132,1,-1,0,1
1,2,0,0,1,0,8,35,21,129,1,-1,0,1
9,0,1,0,1,0,8,46,119,106,1,-1,0,1
4,1,2,0,0,0,8,51,0,68,5,-1,0,1
1,1,0,0,1,0,8,38,315,173,3,-1,0,1
7,0,1,0,1,0,8,33,-395,161,2,-1,0,1
1,1,1,0,1,0,8,21,223,155,1,-1,0,1
9,2,1,0,1,0,8,38,145,109,2,-1,0,1
0,0,1,0,1,0,8,49,333,36,3,-1,0,1
1,1,0,0,1,0,8,54,3170,62,4,-1,0,1
0,2,1,0,1,0,8,42,-847,137,2,-1,0,1
1,0,0,0,1,0,8,44,68,310,1,-1,0,1
7,1,1,0,1,0,8,31,-704,195,2,-1,0,1
9,0,1,0,1,1,8,52,388,139,1,-1,0,1
6,2,2,0,1,0,8,27,270,470,2,-1,0,1
1,1,1,0,1,1,8,33,-241,169,1,-1,0,1
9,1,1,0,1,1,8,40,56,223,1,-1,0,1
3,1,0,0,1,0,8,57,411,104,3,-1,0,1
7,1,0,0,1,1,8,52,-585,201,2,-1,0,1
9,2,1,0,1,0,8,30,1534,596,1,-1,0,1
1,2,1,0,1,1,8,25,-143,90,1,-1,0,1
0,1,1,0,1,1,8,36,68,157,1,-1,0,1
1,2,1,0,1,0,8,51,936,253,16,-1,0,1
0,2,1,0,1,0,8,32,13,88,2,-1,0,1
0,0,1,0,1,0,8,44,-88,600,2,-1,0,1
9,0,1,0,1,0,8,26,21,133,1,-1,0,1
0,0,1,0,1,0,8,54,-288,138,2,-1,0,1
1,2,1,1,1,0,8,27,87,43,1,-1,0,1
0,1,1,0,1,0,8,37,274,731,3,-1,0,2
7,1,1,0,1,0,8,30,357,659,4,-1,0,1
